,authors,content,date,img_src,tags,title
185,Anthony Ha,"Kiosked, a company that dynamically inserts ads into a publisher’s content, has a new CEO — co-founder Antti Pasila.
Pasila, who previously served as the company’s chief strategy officer, said his appointment is part of a broader shift: “The key thing is, we’re focusing our resources on the supply side.” In other words, while there are no plans to get rid of Kiosked’s ad-buying tools, Pasila’s strategy moving forward is all about working with publishers.
Most readers don’t get too excited when they hear about new technologies for introducing ads, but Pasila argued that the Kiosked approach actually balances the needs of the publisher and the consumer — something that’s particularly important given the growth of ad-blocking options. Sure, Kiosked ads insert themselves into the story that you’re reading, but they’re meant to be high quality, relevant ads, and they don’t take control away from the reader.


Pasila co-founded the company in 2010 with Micke Paqvalen, the previous CEO, who’s becoming Kiosked’s chairman of the board.
So why is Pasila taking the reins now? He said it’s because he helped develop the publisher-centric strategy — “It was pretty clear that I would probably be the best one to execute this plan” — and is based in the United States, which is where Kiosked has most of its customers. (Paqvalen is based in Finland.)
The company says its revenue grew 400 percent last year, and that its publishers include DailyMail, News Corp and CNN.",2016-10-06,https://tctechcrunch2011.files.wordpress.com/2016/10/antti-pasila-5760x3840.png?w=738,kiosked,Co-founder Antti Pasila becomes CEO at programmatic ad company Kiosked
186,Sarah Perez,"There are subscription services for clothes, shoes, accessories, makeup, and even tampons, so why not one for handbags? That’s the premise, at least, behind a new startup called Ivory Clasp, which is promising to offer quality, stylish handbags that retail for over $100 for just $45 per month. The service sends name-brand bags, not knock-offs, and allows you to keep the purses you receive.
Like most subscription apparel and accessories services, Ivory Clasp starts off with a style quiz to learn your individual taste. This basically consists of you choosing the handbags you like best from a series of photos. This data helps the service send you those handbags you’ll like best in the future.
Subscribers can choose to pay $45 per month, or $45 bimonthly to receive a new bag every other month.
The bags are also in-season, as opposed to the older, excess inventory you’d find being sold off at retailers like TJ Maxx. In fact, the company promises that if you find the bag online anywhere – including Amazon – for less than $98, they’ll refund your money. And if you don’t like the bag you receive, you can also send it back for a full refund.

The idea for Ivory Clasp comes from Avi Zolty, previously the co-founder of the Y Combinator-backed startup Beatdeck, and car rental startup Skurt; along with Sean Rimokh, who is the son of Signal Brands‘ Chairman and CEO Jack Rimokh.
(Zolty, as you may recall, made a mistake in his early 20’s when he hacked investor Jason Calacanis’ voicemail as a prank, in hopes of getting attention for his startup. Calacanis later forgave him, and Zolty seems to have learned a lesson about when hustling crosses the line.)
 
Signal Brands, meanwhile, is one of the world’s largest handbag companies, which licenses the Guess?, Splendid, Ella Moss, Trina Turk and Isaac Mizrahi brands.
 
Not surprisingly, these same brands appear to be shipping via Ivory Clasp’s service. Splendid was the first one I received, for example.*
The founders couldn’t speak to Signal Brands’ relationship with Ivory Clasp, nor its investment situation, due to their licensing deals. However, it’s not a subsidiary of Signal Brands, and has its own agreements with the brands its ships.
Ivory Clasp also can’t exactly advertise which brands those are – that’s also part of the deal.
In other words, these brands involved don’t want to be associated with a “discount” service, but they’re happy to get their products into the hands of the right kind of customer. At other times, they can leverage Ivory Clasp’s need for inventory to bump up their minimum order quantity with factory suppliers in order to get better rates as needed.

While subscription handbags may sound like a bit of an unneeded luxury, it fits into a larger trend in e-commerce.
“The problem we’re solving is that there’s a new, 21st century girl who doesn’t have time to be super involved in fashion, or doesn’t have the money to spend on high-end bags or high-end clothing,” says Zolty. But at the same time, this customer doesn’t want to shop at discount stores, he says – they want current styles that are in fashion.
Ivory Clasp keeps around five or six styles on rotation at any time, in order to meet the style needs of customers, while also making sure customers don’t get the same brand every month.
 
The startup has been testing the service for a few months with over 300 active users, and has hit $10,000 in monthly recurring revenue.
What’s surprising is that 40% of customers have opted for the monthly subscription.
“The average women, regardless of price point or demographic, buys basically five to seven bags per year,” notes Rimokh. “So we launched this business with a bimonthly target,” he explains. But the founders decided to add the monthly option to see what would happen, and soon saw that only every 6 out of 10 users opted for bimonthly.
In addition, a small percentage (around 3-5%) start as bimonthly then upgrade to monthly, the realized.
“We say users are more likely to convert from bimonthly to monthly than to cancel,” Rimokh adds.
However, while Ivory Clasp may be doing well among early adopters, it will be challenged by the now numerous subscription clothing services like StitchFix, Le Tote, Rent the Runway, Trunk Club, and others, all which ship bags along with apparel. Whether it can carve out a niche for those who want the occasional handbag, and not one they pick out for themselves, still remains to be seen.
Ivory Clasp is backed by an undisclosed amount of seed funding.
The service is now publicly launching; using the code TECHCRUNCH will give you 25% off.
*  Ivory Clasp didn’t charge me for the initial purchase so I could test the service. I’ve since given the handbag away. 
 ",2016-10-06,https://tctechcrunch2011.files.wordpress.com/2016/10/tc0.png?w=738,"shopping,subscription-service","Yep, there’s now a subscription handbag service: Ivory Clasp"
187,Matthew Lynley,"The Wall Street Journal is reporting that Snap — the now-parent company of Snapchat — is working on an initial public offering for as early as March that could value the company at $25 billion or higher.
The company most recently raised $1.8 billion in a financing round in May this year. The company has around 150 million daily active users, and leaked documents reported by TechCrunch showed that it was projecting it could generate as much as $1 billion in revenue in 2017. The company estimated, according to those documents, that it would generate between $250 million and $350 million for 2016.

To be sure, the $25 billion or more figure represents a pretty wide range, and often the details don’t get hammered out until bankers begin to price out the company’s public offering. But with Snapchat showing immense growth from both a user and revenue perspective — and engagement that has marketers salivating — it seems like it’s on track to continue to generate an enormous amount of interest from Wall Street.
Facebook’s advertising business continues to chug along as what would likely be considered the primary competitor, and, after failing to snap up the company, it’s thrown an enormous amount of effort at copying and beating out Snapchat’s features. Today, even, Instagram began touting that it had 100 million daily active users for its Stories feature — which CEO Kevin Systrom actually admitted was a clone of Snapchat’s features.
With the two companies vying for marketing dollars, it appears that Snapchat has enough of an argument for Wall Street that it’s on its way to growing beyond its last post-money $20 billion valuation. With many of the largest IPOs this year being largely successful enterprise company IPOs, it appears that the window may be open for Snap to step in and pick up interest from Wall Street — though Snap would certainly be the largest one in recent years.
A Snapchat representative said the company isn’t commenting on rumors or speculation around its financing plans.",2016-10-06,https://tctechcrunch2011.files.wordpress.com/2016/09/snapchat-phone-vs-spectacles.jpg?w=738,ipo,Snap is reportedly preparing for an IPO that could value it at $25B or higher
188,Natasha Lomas,"Art filter photo app Prisma is adding a big new feature to its iOS app in an update landing today: support for videos.
The app, which lets people turn their selfies into cartoonies by using deep learning algorithms to process photos in various graphic styles, quickly surged to millions of downloads in a viral splash after launching this summer. And just as quickly spawning a rash of fast following clones.
As well as creating arty selfies, users of the Prisma iPhone app can now turn snippets of video up to 15 second long into playable animations by selecting one of the nine filter styles currently available — and waiting for the app’s AI algorithms to weave a frame by frame transformation.
Turning a boring shot of a hallway into a moving comic book in a matter of minutes (as per the clip example below).
Videos can be recorded in the app or selected for processing from the camera roll. You’ll need iOS 10 for Prisma video to work, and a little patience as it can take more than a minute to process a clip depending on length, resolution and which model iPhone you’re using.
Android users will have to be more patient — as there’s still no support for video there.
Prisma says it’s planning to add offline photo processing to the Android app first, in “a week or so”, after which co-founder Aram Airapetyan says they’ll “jump on a video development”. “Android is a tough guy,” he adds.
Processing time for Prisma video on iOS is around two mins for the iPhone 6; 55-60 secs for iPhone 6s; and half a minute for iPhone 7, according to Airapetyan, although in my experience videos seemed to finish process a little quicker than that on average.
All processing is done locally on the device so expect your iPhone hardware to heat up a little as you play around with remixing videos as mosaics or Munches or manga-style cartoons.
Next up on Prisma’s iOS to-do list is adding a GIF creator — with looped video touted as coming “very soon”, aka later this month.
Rough round the edges 
Prisma video on iOS is just a beta launch at this stage, with Airapetyan touting improvements in quality coming down the pipe, and an expanded choice of art filters to style clips — adding their intention is to make all Prisma’s photo processing styles available for video, and add some new ones too.
They’re not first to the punch with art filtered video, though — others, such as the startup behind photo processing app PicsArt, got there before them. (In PicsArt’s case siloing video processing into a second standalone app, called Magic Video).
But Airapetyan is dismissive of rivals’ efforts. “We’re faster and better, taking into account the fact that we’re launching videos in beta, as the final quality will be much better,” he argues when asked how Prisma video stacks up against PicsArt’s take.
“We’ll also increase the photo styles’ quality within a couple of weeks,” he adds.
It’s fighting talk, but Prisma is clearly now having to play catch up with the competition, thanks to its early viral success.
At this beta stage the quality of Prisma video also has some rough edges. More polished looking results are possible with Magic Video — although personally I prefer the simpler Prisma interface vs all the toggles and layers available in Magic Video (but if you prefer a greater choice of editing options and tools you’ll likely disagree).
In a quick test of Prisma video ahead of the new feature launch I found results looked a little crude and were less immediately appealing vs Prisma’s art filtered photos — with a tendency towards producing flickery footage.
That said, as with the art photos, different Prisma filters can yield pretty radically different results, some of which look better than others. So you’ll want to spend some time playing around with different styles.
I found there was typically at least one style that looked interesting if not entirely pleasing. So there’s certainly fun to be had here, although perhaps less instant viral potential vs the snap and share gratification of art filtered selfies.
Here are a couple more test clips I made — using the ‘Gold Fish’ and ‘The Scream’ filters respectively:
And here’s a longer form video made by music group Tweed, apparently incorporates Prisma’s tech (although — take note — the app has a hard stop at 15 seconds of video, so you’re not going to be able to create anything as long form yourself using just Prisma, just yet)…
For both video and photos Prisma’s app does not offer as many granular controls for processing as PicsArt’s two apps do. But Prisma’s simplicity is very much part of the viral appeal here IMO. Nor does Prisma require you to register just to process a few photos… But sure, horses for courses — if you want a more fully featured image editing app then Prisma is not it.
Looking purely at the photo filter effects, I also personally prefer Prisma’s results — finding PicsArt’s results generally more garish. But again that’s a matter of personal taste.
Despite — or perhaps because of — its single feature focus, Prisma continues to rack up downloads. It tells TechCrunch it’s now had around 70 million downloads at this point, just over three months after launch.
Back in August it was running at 55M+ downloads — and the app’s early popularity attracted speculation over the summer about whether or not the team would raise VC funding to keep developing or else get snapped up a social platform giant like Instagram or Snapchat keen to beef up its own in-house content creation talent.
In the event, Prisma has done neither. Instead it has started monetizing usage via sponsored styles that are available in the apps.
Currently it has one sponsored filter launched (called Gett), with another slated as coming later this month. And the team does not seem as if it’s about to accept a big outside investment.
“I think we’re ok,” adds Airapetyan, responding to a direct question about whether they’re raising funding. But whether a new kid on the block app with millions of downloads but no social sharing platform of its own, and a bunch of copycats seeking to eat its lunch, can turn a cool feature into a sustainable business remains to be seen.",2016-10-06,https://tctechcrunch2011.files.wordpress.com/2016/10/device-comp.png?w=738,"prisma,art-filters,video,picsart","Prisma adds art filtered video, GIFs coming next"
189,Matthew Lynley,"Emburse launched in the Startup Battlefield last year seeking out businesses that wanted to handle one-time or a few expenses through issuing prepaid corporate debit cards. But it may be that the market, which is filled with a disparate different kinds of tools, needs a more generalized approach.
So to move beyond that, Emburse said it is opening up its service to integrate with other operations, such as building bots on Slack. With that, companies can spin up and issue prepaid cards through a number of other integrations without always having to come back to Emburse. In that way, Emburse can become a much more prolific service within traditional corporate environments and not just typical Silicon Valley early adopter companies.
“A lot of the valley are using common tools, whether it’s Slack or they’re using Greenhouse or Expensify,” co-founder Peter Lai said. “What we’re trying to do is make an addition. Once you build one integration you don’t have to do it multiple times, because we share a lot of mutual clients.”
Emburse works with banks and card-issuers to create custom pre-paid debit cards that can either be used one time or are refillable. But they are designed to be managed more rigorously through Emburse, so a finance team can keep close track of behavior.
One example use case of the new service, Lai said, would be to allow Greenhouse on behalf of recruiters to issue cards for travel and food while they are interviewing for a job. Another would be operating with a virtual assistant that might be booking flights, which users may not initially trust, Lai said.

Emburse went through Y Combinator’s winter class last year and has raised $1.5 million in seed financing, and launched at TechCrunch Disrupt San Francisco last year.",2016-10-06,https://tctechcrunch2011.files.wordpress.com/2015/09/emburse-3738.jpg?w=738,"battlefield,emburse",Emburse looks to give third-party developers ways to easily issue prepaid debit cards
190,John Biggs,"Fabricating a circuit board isn’t tough but it takes a while. The back and forth, the bugs, and all of the shipping costs can turn a small project into a big problem. That’s why Botfactory raised $1.3 million to stick a PCB printer on your desk.
Founded by NYU grad students Nicolas Vansnick and Carlos Ospina along with NYU professor Michael Knox, BotFactory came about when Vansnick and Ospina needed to make a PCB for a class project. Nearly every student in the class failed because they couldn’t get circuit boards made in time and each iteration took weeks to complete.
“This lesson was tremendous – if this was a problem that was typical for any project, then the solution would revolutionize how electronics could be prototyped and fabricated,” said Vansnick. “Up until then, everybody had been trying to miniaturize electronics and chips, but not the processes that are employed to create PCBs.”
Their first product, the Squink, took off. They’ve already shipped 106 machines and they’re on track to ship a dozen more. The Squink is obviously a niche product – not all of us need pick-and-place machines in the office – but it’s a great start for a fascinating project. The kit uses conductive ink or solder and can place components right on a circuit board.
They raised $1.3 million from NY Angels as a lead investor.
“Ultimately our goal is to provide a desktop machine that can allow someone to make a board here and now, at a relatively low cost,” said Vansnick.
Traditionally, PCB manufacture consisted of sending a schematic to a fabricator in Asia and then waiting for the board or single chip to be sent back. Any bugs in the system take another few weeks to fix and then another few weeks to ship. By moving the entire process to a piece of hardware in your office the lads at BotFactory fixed a massive time sink.
The basic Squink costs $3,199 and more advanced versions cost up to $4,499. Again, it’s not quite in the real of maker pricing but, as Han Solo said to Spock, “Away put your weapon, these are the bots you seek [for making PCBs at home]!”",2016-10-06,https://tctechcrunch2011.files.wordpress.com/2016/10/product_template_616.jpeg?w=738,"electrical-engineering,pcb,pollution",BotFactory raises $1.3 million to help you build circuit boards on your desktop
191,Devin Coldewey,"It isn’t quite as lovable as the spherical droid from Star Wars: The Force Awakens, but this robot from Carnegie Mellon University has the benefit of being more than a special effect (however cool). And believe it or not, it basically has no moving parts.

Anyway, the robot is actually an evolution of a decade-old design: Ralph Hollis created the “ballbot” long ago, but it was driven mechanically. The way it worked is actually quite easy to picture: imagine a mouse ball, but instead of the ball moving the little rollers inside, the rollers move the ball.

Carefully controlling these motors lets the robot essentially balance on top of the ball while also rolling it in any direction. The trouble was the same as with those mice: the rollers wore out or got dirtied up, and had to be replaced, and the motors recalibrated.
The solution wasn’t to remove the ball, as we did with mice, but to remove the rollers. The new version uses an induction motor, which magnetically drives the sphere (solid iron, with a copper shell) with stators, the way other induction motors would drive a rotor.
This reduces wear and increases the level of control over the ball, since there are fewer mechanical forces to worry about. Just adjusting the voltage and the magnetic force on the ball propels it where you want it to go. Onboard systems keep it upright and balanced, and it can recover from being pushed around — not as much as a legged robot, but still.
The SIMbot (for spherical induction motor) is still very much a lab-bound experiment, but its omnidirectional motion and sophisticated yet elegant control mechanisms are likely a source of envy to robots that use legs or multiple wheels to get around.",2016-10-05,https://tctechcrunch2011.files.wordpress.com/2016/10/ballbot_simbot.jpg?w=738,"carnegie-mellon-university,robotics,robots",This ‘ballbot’ is like a real-life BB-8
192,Devin Coldewey,"Virtual reality is pretty convincing when you’re all jacked in and wired up — but even the best headsets today aren’t particularly sharp. Sharp, taking notice of this, has produced a display specifically for VR that’s double the resolution of what’s out there right now.

At 2160×1920 (for the rectangle, naturally; the circle is likely 1920 in diameter) and just about 2 inches across, these displays have an impressive pixels-per-inch rating of over 1,000. The 5-6-inch displays we have on our phones are generally in the 300-500 range, and that’s also the case for the panels being used inside the Oculus Rift and HTC Vive. It’s not the highest PPI ever, though — panels with over 2,000 PPI have been made, but this one is tailored to VR.
Assuming these Sharp displays are at least as good in terms of color and response time — and their IGZO method suggests that should be the case — they could lead to a huge improvement to the VR experience. Remember the iPhone before and after Retina display? That kind of huge.
One other device on display caught my eye: this 5.2-inch, “Free Form” HD panel with rounded corners used to create an impressive edge-to-edge phone prototype. I’d definitely rock that.

Head over to PC Watch for more from Sharp’s booth.",2016-10-05,https://tctechcrunch2011.files.wordpress.com/2016/10/27.jpg?w=738,"ceatec,sharp,displays,virtual-reality",This tiny high-def display could double the sharpness of VR
193,Darrell Etherington,"Skylanders, Amiibo, Disney Infinity — the toys-to-life category got big, fast, but most of the action in the space following Skylanders tended to be mostly derivative, without really pushing the category forward when it comes to the breadth of available technologies. Lightseekers, a new cross-platform action RPG game debuting on Kickstarter today that incorporates physical toys created by partners TOMI, hopes to address that lack of forward progress.
Lightseekers comes from PlayFusion, by a team including people who also worked on popular MMORPG RuneScape at Jagex prior to that, and which hopes to do something similar for toys-to-life, with a mobile-first approach and flexible play dynamics that allow for online multiplayer, solo digital or even old-school analog offline play, all of which is tied together and informs and evolves experiences across the range of options.
The basic mobile game pairs a roving mobile adventure RPG with a rich universe complete with deep history, with Bluetooth-enabled action figures that will talk to your mobile device automatically, rather than requiring a portal or hub like many existing toys-to-life options. The characters also include embedded motion sensors, which means in certain game modes you can use them as physical controllers for what’s happening in-game, almost like a Wii controller. The physical toys can also interact with one another, both while you’re actively playing the mobile game and while you’re offline using them more as traditional action figures.
But is toys-to-life a smart place to build a business these days? Disney notably exited the category with the announcement earlier this year that it would not continue the Disney Infinity line, which seemed like a poor reflection on the state of interactive toys overall. PlayFusion and TOMI believe that any failure to capitalize on the nascent market isn’t due to lack of interest from consumers, however.
“As a result of lack of innovation, the industry, whilst it’s grown significantly, could’ve grown way more,” explained PlayFusion CEO Mark Gerhard in an interview. “Given the fact that everyone really has the same technology and the same offering, they’re just bifurcating each other’s businesses and they’re fundamentally fatiguing consumers, and I’m one of them.”
With Lightseekers, the goal is to inject new life into the whole concept of toys-to-life with a game aimed at a slightly older and more sophisticated demographic than the target audience for category pioneer Skylanders. RPG mechanics allow advanced gamers to go as deep as they want, while Gerhard says that novice and casual players can still also easily pick-up-and-play. The game is designed to be flexible not only in how you can play it, but also in who it appeals to.

“We don’t want to compete with Skylanders; we want to be the graduation product for Skylanders,” Gerhard explains. “If you’ve been playing that for five years and you love that experience, but now you’re looking for something more, something a bit more adult, older and grittier, but still family friendly, then we want to be that product you go to.”
Currently, Gerhard says, a lot of people look to something like Anki or Sphero as the next logical step in terms of where to go from Skylanders, but the cost of entry for those products is quite high, at around $200. Lightseekers on Kickstarter is offering a package that includes one Bluetooth-enabled action figure, a weapon accessory, AR-capable cars from the TCG and more accessories, including digital bonuses.

Gerhard also emphasized that the Lightseekers characters and accessories are intended to grow and evolve over time, and not in the easy, sequential level-up style used by most toys-to-life games today. Weapons and add-ons could provide totally different in-game benefits as you progress through the game, for instance, and characters are designed to form more lasting relationships with players, so you grow with one or two over time instead of necessarily feeling the need to collect them all.
The PlayFusion and TOMI teams aim to launch its digital beta by the end of this year, with retail availability and a full consumer launch targeted for Spring 2017.",2016-10-05,https://tctechcrunch2011.files.wordpress.com/2016/10/environment_02.png?w=720,toys-to-life,Lightseekers aims to evolve toys-to-life with rich stories and many ways to play
194,Darrell Etherington,"Amazon launched another benefit for Prime members today, Prime Reading, which lets users read from a section of more than a thousand Kindle books, digital magazines, short stories, comics and more for free as part of their subscription. It’s essentially a version of Kindle Unlimited with a pared-down catalog (Unlimited boasts more than one million books, magazines and audio books) but without any additional cost if you’re already a Prime member.
Books on the service include classics like The Hobbit, and Harry Potter and the Sorcerer’s Stone, but the magazine selection actually sounds potentially more appealing, because it has current issues of titles like National Geographic Traveler, People, Sports Illustrated, Popular Mechanics and more. Prime Reading content can be accessed either via the Kindle app or Amazon’s own Kindle devices.
A key selling point for Prime Reading: The Essential Calvin and Hobbes is the first option in its comics list. Another key selling point: You already have it if you’re already a Prime subscriber. I may actually cancel my Kindle Unlimited subscription as a result of this launch, which probably isn’t the most desired outcome for Amazon, but because I use it most for random, idle reading, even with the smaller content library there’s a lot there for casual browsing.",2016-10-05,https://tctechcrunch2011.files.wordpress.com/2016/10/prime_reading_image.jpg?w=738,,Amazon’s new Prime Reading gives Prime members all they can read
195,Darrell Etherington,"Google unveiled a lot of new devices today, but at the core of nearly everything was a commitment to Assistant specifically, and to showing off what Google’s range of service offerings can do. I sat down with Google Canada’s Head of Public Affairs Aaron Brindle after the satellite keynote event here in Toronto to discuss what hardware means for Google now, and how its work in artificial intelligence and machine learning fits in with the device side of the equation.
“One of the most important messages of today is that Google is taking hardware very seriously,” Brindle said. “What we’ve seen with the Android ecosystem is that the pace of innovation there is amazing — there are now 1.4 billion daily users on Android. However, this is not about bringing the best of Android to our users — it’s about bringing the best of Google to our users. So that’s taking in all of the investments and research that we’re doing around AI and ML, and packaging it front to back in hardware.”
Brindle says that while there’s plenty of great work being done by Android OEM partners, Google still sees places where it can supplement the options available to consumers. He also suggested that Google is looking at more than just the hardware and software side of being a device company — they recognize the importance of the sales and marketing experience on that side of the business, too.
“The reality is that one size doesn’t fit all in the Android space, and we recognize that there is a big opportunity to create something from nuts to bolts,” he said. “Not only in the software and the hardware, but in the marketing, in the support, in the retail piece, and we felt there was something missing there.”
Whether that means we’ll see full brick-and-mortar retail remains to be seen, but already Google is rethinking its web-based device sales with new installment-plan payment options for devices it sells directly via the Google Store online for over $150 in the U.S.
As for how Assistant plays in, and where it gets its impressive smarts, Brindle says it’s core to the Pixel devices, and has been made possible thanks to very recent improvements in the capability of Google’s AI.
“You heard the Assistant come up throughout this piece, and it is central, it is the marquee piece in the new phone,” he explained. “That is based on advances in AI — I mean tremendous advances, not just in the past year since the last Nexus phone, I mean in the past several months. Advances in translation, and image recognition, for example.”
Brindle says that Google’s operation in Canada is actually a core part of these efforts, given the country’s research leadership in the field.
“All of that research comes from the work that we’re doing in AI, and some of the best researchers in AI are based here in Canada,” he said. “So [Google Distinguished Researcher] Geoffrey Hinton’s work on machine learning, particularly the integration of his work on neural nets and how that has shaped our AI advances, it’s all in there.”
Google’s approach is about more than just owning the phone experience end-to-end — it’s about crafting a comprehensive approach to delivering the next generation of its platform, which will be based around AI and ML and will look to devices like the Pixel and Pixel XL as perfectly suited delivery vehicles. It’s not quite a pivot, but this definitely signals a sea change in Google’s approach to its own identity and business.",2016-10-04,https://tctechcrunch2011.files.wordpress.com/2016/10/pixel.jpg?w=738,"google-pixel,smartphones","Google’s new smartphones are about Google, not Android"
196,Brian Heater,"Sometimes it’s best to just sit back and feign surprise, as though the lead up to today’s big Google event wasn’t leakier than a rusted out old sieve in a rainstorm. After making several brief but notable cameos on international retailer and carrier pages this week, the company took to the stage at today’s Pixel event to reveal the titular handset – positioned by the company as its largest hardware reveal in years.
The base-level (the plain ole Pixel) looks like all of those leaks suggested – which is to say fairly featureless on its face, not dissimilar from a iPhone, only devoid of a physical button in that large stretch of bezel beneath the display. As anticipated, the Pixel will come in two sizes, the standard 5-inch(with a 441ppi pixel density) and the 5.5-inch XL (534ppi), both of which are encased in Gorilla Glass 4). To be fair, the handset is arguably more “L” than “XL” by current standard.

The rear of the device is a combination of glass and metal with a fingerprint reader smack dab in the center, along with an antenna band along the bottom and Google’s new “G” logo along the bottom. Oh, and as noted by the company at the event, there’s “no unsightly camera bump” back there.
Though, bump or no, the company is convinced that it’s got a killer camera here. The Pixel received  an impressive 89 from DXOMark’s camera benchmarks. “This isn’t only the best smartphone camera we’ve ever made,” the company said on stage, “it’s the best smartphone camera ever made.” The hardware features a 12.3-megapixel rear camera (with an f/2.0 lens) and 8-megapixels on the front.

Google showed off the Pixel’s prowess in lowlight situations, helped along by the camera’s 1.55 micron pixels. A Smartburst mode, meanwhile, is designed to take several shots in quick succession, while the Lens Blur feature offers a similar bokeh effect as the one found on the latest iPhone. The phone is also capable of capturing 4K video at 30FPS.

Those who pick up the Pixel will also get their hands on free unlimited storage on Google Photos with photos shot at their original resolution, while the new Quick Switch Adapter hardware makes it easier to transfer files from an old Android device — or even an old iPhone.
The new flagship is powered by a quad-core Snapdragon 821 processor, 4GB of RAM and a decently sized 2770mAh battery, which can quick charge up to seven hours in 15 minutes. The XL, naturally, features a much beefier 3,450mAh.The phones are rated at 13 and 14 hours of life on a charge, respectively. The Pixel ships with 32GB of storage standard, which users can chose to quadruple up to 128GB.

There’s a USB-C port on the bottom of the device, and yes, the thing has a headphone jack (take that, other unmentioned smartphone manufacturers).
While the event is positioned as hardware first, this is Google we’re talking about here, and as such, the real focus is software. The company led the event with talk about its forthcoming Google Assistant AI, and as such, the Pixel will be the first handset to ship with the friendly voice helper. As the company puts it, “we’re building hardware with the Google Assistant it its core. ”

Surely that’s all that “Google Magic” we were seeing in a number of those aforementioned leaks ahead of the event. And indeed, the new assistant performed impressively during the demo. The phone will also, naturally, ship with Google’s new messaging app Duo (and Allo) pre-installed. Both handsets will also be the first to ship with 7.1 — the latest version of Android Nougat (even while LG V20, the first handset to ship with 7.0 has yet to arrive at retail).

Interestingly, the company has also built customer support directly into the Pixel — akin to the sort of help Amazon offers up on its Kindle Fire tablets via MayDay, complete with screen sharing.

The Pixel comes in three colors –Very Silver, Quite Black, along with a limited edition Really Blue (really) version, which is exclusive to the US. Pre-orders for the new handsets start today in the US, Canada, and Australia, with buyers in India getting their chance on the 13.

The base-level Pixel starts at $649 or $27 a month. Users can pick it up unlocked through Google’s site or tied to Verizon, the phone’s exclusive carrier here in the States. Google’s also got a whole slew of accessories available for pre-order, so you don’t scratch that lovely glass and aluminum surface.
The page is now live, for your Pixel pre-ordering pleasure.",2016-10-04,https://tctechcrunch2011.files.wordpress.com/2016/10/google-pixel.jpg?w=738,"googlepixel,googlehardware,googlehardware2016",Here’s the Google Pixel
197,Darrell Etherington,"Olympus unveiled the OM-D E-M1 Mark II at Photokina this year, and the follow-up to the company’s original pro offering is the kind of evolution you’d expect from a digital camera coming four years later on. Everything about the camera has been touched, from exterior design, to sensor and processor, to software features, and the result is a compact, capable device that seems ready for just about any shooting scenario.
The device I got to spend a little time with was a pre-production sample, and final release timing and pricing are still to be determined for the E-M1 Mark II, but even so, using the updated camera revealed it has a lot of potential. It has 20.4 megapixel sensor, uses the micro four-thirds sensor size, two quad-core processors on board to handle image processing and advanced AF/IS, and a new bright electronic viewfinder with a max frame rate of 120fps and six millisecond lag for essentially real-time, smooth tracking of fast action.
The E-M1 matches table stakes for pro cameras with a solidly constructed, weatherproof and dustproof frame, but its body overall is much more compact than you’d see from most APS-C or full frame mirrorless or DSLRs. Olympus’ choice to stick with the micro four-thirds sensor forma means this camera is very compact, and even pairing it with the company pro 300mm f4.0 (600mm equivalent) lens still results in something you can comfortably carry on along with your other luggage.
A new 12-100mm (24-200mm equivalent) f4.0 M.Zuiko Pro lens ($1,299, ships in November) is the real all-arounder, however, in terms of pairings with the E-M1 II. This has a zoom range that covers the standard Canon photographer’s kit of 24-70 f2.8 and 70-200 f2.8 lenses in a single lens. It’s not as bright as those at max aperture, but in practice indoors, at least during the short time I had with it, it seemed plenty bright to produce clean images. Olympus also told me that the lens is designed to be optically sound and distortion free across the entire zoom range, avoiding the “sweet spot” pitfalls that beset most telephotos.
Besides the combo of the E-M1 II and that zoom providing pretty much unmatched wide- to tele-range in a package that’s smaller than most DSLR 70-200 lenses on their own, the camera also has a few other features that recommend it as a do-anything utility player. These include in-body 5-axis image stabilization, which pair with 4-factor stabilization in Olympus lenses that offer IS, for a 6.5-factor total stabilization effect.
This means butter smooth video handheld, even when shooting 4K (which the camera also supports). I tried this, and the results looked great, with the proviso that I could only see them on the viewfinder and couldn’t properly evaluate color accuracy or other factors. But the motion was rock solid – it was similar to what you’d get using a gimbal or steadicam with other cameras.
Another useful feature is the electronic shutter (which lives alongside a mechanical shutter option in the camera). This makes it possible to shoot completely silently (the only noise you hear is the lens autofocusing, ti’s actually a bit eerie), and to shoot burst mode at as much as an insane 60fps, depending on your settings. Even using the mechanical shutter, you’re going to get about 15 fps at the top end, which is, again, category leading.
AF is also fast and accurate, thanks to 121 cross-type AF points that cover essentially the entire visible frame. Basically, if you can see it on the VF, there’s an autofocus point that can probably hit it without requiring much at all in the way of focus and recompose.
The original OM-D E-M1 was a solid performer that still gets a lot of respect four years on, and this new iteration seems like it could be a true renaissance device, with tremendous potential for shooters who also need to delivery high quality video. Again, all of this is based on very limited initial testing, so I’ll reserve final judgement for a proper review, but Olympus definitely seems to have addressed the will of the market in terms of delivering on the promise of a compact pro digital camera.",2016-10-04,https://tctechcrunch2011.files.wordpress.com/2016/10/147a0163.jpg?w=738,,The Olympus OM-D E-M1 Mark II might be the most flexible mirrorless camera
